branch_id,feature,lag,p_value,f_statistic,is_significant
E,ta,1,4.135460408927016e-52,230.72825277773583,True
E,ta,2,1.1708574260307204e-82,377.30848260467786,True
E,ta,3,4.6104229101097054e-86,398.52919456532,True
E,ta,4,8.137657244345047e-88,411.7260855960067,True
E,ta,5,1.7114347410878724e-96,456.75845217965616,True
E,ta,6,2.9099280123354933e-99,474.2807740774324,True
E,ta,7,4.806741563840854e-99,477.77073346692873,True
E,ta,8,2.47744620713238e-94,460.14451750836076,True
E,ta,9,4.4729419667791446e-92,453.77421300645244,True
E,ta,10,8.10849841219569e-94,465.9866251240044,True
E,ta,11,7.147037817235723e-110,545.2253294898863,True
E,ta,12,9.648173387239923e-136,670.3714400512578,True
E,hm,1,8.357438858989337e-07,24.273654279595704,True
E,hm,2,0.69161308244191,0.7374572183096342,False
E,hm,3,0.8469935305051512,0.8103347650318335,False
E,hm,4,0.6781495744107773,2.314394365135475,False
E,hm,5,0.40245138475338893,5.111277228411617,False
E,hm,6,0.5289912631825651,5.116256660496788,False
E,hm,7,0.5836311082133193,5.629350082209325,False
E,hm,8,0.38130610061250997,8.553973056526536,False
E,hm,9,0.005172130357400136,23.49668856305805,True
E,hm,10,1.55862182270253e-06,45.800539436983314,True
E,hm,11,3.001096995741074e-15,93.79239447410605,True
E,hm,12,1.2993150408440068e-21,128.38847594769598,True
E,ws,1,6.094097918547459e-07,24.88224930654918,True
E,ws,2,0.025060706130185816,7.372908304659916,True
E,ws,3,0.01765701048665911,10.109611728670517,True
E,ws,4,0.0007808822952227216,19.01428255494911,True
E,ws,5,0.0009457503455827137,20.643577356309827,True
E,ws,6,3.80979644694052e-08,45.44954469787187,True
E,ws,7,9.184461100217952e-09,51.00075126577721,True
E,ws,8,2.794268189892819e-10,61.13163026407193,True
E,ws,9,2.8300611899305717e-11,68.62574035962588,True
E,ws,10,9.218739761502639e-12,73.52241966158878,True
E,ws,11,2.41885290629853e-12,78.8892479231171,True
E,ws,12,2.9675913246428895e-17,106.47850414706717,True
E,wd,1,0.0023788965342885944,9.231477151601101,True
E,wd,2,4.2464764490258535e-09,38.55435253739363,True
E,wd,3,1.3818562626493869e-11,53.575869835205275,True
E,wd,4,5.445307223538872e-12,58.69806309107695,True
E,wd,5,3.9630718114409457e-13,67.17490165275072,True
E,wd,6,3.035850523488402e-14,75.49468539203275,True
E,wd,7,1.913449954364831e-14,79.29989375633043,True
E,wd,8,7.530661317791913e-14,79.06740952837599,True
E,wd,9,6.367598444448579e-14,82.0340590834166,True
E,wd,10,1.2444173734463996e-13,83.08459213727521,True
E,wd,11,2.6161644196153387e-12,78.71280817349107,True
E,wd,12,3.076782383813383e-10,70.0933276648104,True
E,rn_day,1,1.125034822960112e-06,23.701351858424687,True
E,rn_day,2,0.001848271457807643,12.58700884759455,True
E,rn_day,3,0.006655899567828471,12.223361963842242,True
E,rn_day,4,0.0012048380334051193,18.053314843090703,True
E,rn_day,5,0.0005598426369436488,21.847018799543164,True
E,rn_day,6,0.0013207456366425266,21.791658152839528,True
E,rn_day,7,4.528315805692617e-12,67.58987882918592,True
E,rn_day,8,3.177046893800531e-20,110.38246697839914,True
E,rn_day,9,1.3480704575596096e-25,139.43716534434571,True
E,rn_day,10,2.316519759202934e-25,141.2679523113769,True
E,rn_day,11,2.8395765791899293e-25,143.72661740084158,True
E,rn_day,12,4.932378661461693e-24,140.41768256530094,True
E,rn_hr1,1,0.031247396517603214,4.639319175381535,True
E,rn_hr1,2,0.24455202741047105,2.816654403318284,False
E,rn_hr1,3,0.4409841681178942,2.6955493354684754,False
E,rn_hr1,4,0.07174504091950187,8.605776297370756,False
E,rn_hr1,5,0.08024089742548479,9.828571553501757,False
E,rn_hr1,6,0.07715422173506996,11.386011270746982,False
E,rn_hr1,7,0.02456520813262325,16.0609612749056,True
E,rn_hr1,8,0.03179122916779391,16.84252876542936,True
E,rn_hr1,9,0.04991002669656725,16.92459261018432,True
E,rn_hr1,10,0.07623029788679199,16.916582409638682,False
E,rn_hr1,11,0.08211063274858921,17.97722277960524,False
E,rn_hr1,12,0.05070102579912193,20.978170470351433,False
E,si,1,1.8377828581558795e-25,108.75348301568638,True
E,si,2,3.259561210632524e-20,89.7402185430538,True
E,si,3,8.840156123026618e-21,96.48821793717542,True
E,si,4,3.796999087192151e-27,130.05125892363753,True
E,si,5,1.0657740411004853e-41,201.99005323787728,True
E,si,6,1.529682283217865e-63,308.0639155545765,True
E,si,7,7.80729932523218e-91,439.54415276263626,True
E,si,8,6.2180960948832455e-117,565.454621619464,True
E,si,9,2.7167122501517053e-137,664.666071168092,True
E,si,10,4.818285381624259e-159,770.3717467062893,True
E,si,11,8.615578172955397e-177,857.4608595845673,True
E,si,12,1.1762752652493665e-190,926.4868294207495,True
E,ta_chi,1,2.008216806935494e-54,241.3387086582705,True
E,ta_chi,2,2.954421619512802e-82,375.45734944649695,True
E,ta_chi,3,2.9568462866085297e-84,390.18619665407454,True
E,ta_chi,4,7.672263345640946e-83,388.703505700585,True
E,ta_chi,5,2.4089523134698565e-94,446.798543542852,True
E,ta_chi,6,2.775042375047657e-98,469.7321443936657,True
E,ta_chi,7,1.4813199330442045e-99,480.1496354081768,True
E,ta_chi,8,5.116789083918097e-95,463.3404381507473,True
E,ta_chi,9,5.981112377369222e-91,448.50655194101836,True
E,ta_chi,10,3.283919884205681e-91,453.7672161563267,True
E,ta_chi,11,1.4386454546527093e-108,539.1200097287252,True
E,ta_chi,12,5.539284577051518e-138,680.8461682887291,True
E,HDD_18,1,1.2001755502717454e-73,329.5571320788257,True
E,HDD_18,2,1.102387373125994e-173,796.4994858414882,True
E,HDD_18,3,1.684538175488932e-189,875.6598573707535,True
E,HDD_18,4,1.4131609224886802e-203,946.4813196148459,True
E,HDD_18,5,3.2734852715487545e-225,1052.023887942941,True
E,HDD_18,6,1.934007073911356e-239,1123.2606896240977,True
E,HDD_18,7,1.0427840771684477e-246,1162.2194360989,True
E,HDD_18,8,9.737203459798992e-242,1144.4233065940152,True
E,HDD_18,9,2.156518823276967e-235,1120.0790976825895,True
E,HDD_18,10,6.1863855321756504e-226,1081.1233490423213,True
E,HDD_18,11,5.919918399841479e-221,1062.766667620056,True
E,HDD_18,12,1.31955806732813e-230,1112.2878663316374,True
E,HDD_20,1,1.4897293284299507e-65,292.40237726374085,True
E,HDD_20,2,7.442668336803927e-150,686.7610690342811,True
E,HDD_20,3,1.1649996710871192e-163,756.5170795839763,True
E,HDD_20,4,1.4637147819428024e-174,812.5566508068172,True
E,HDD_20,5,1.9036091207026726e-191,896.0518822409169,True
E,HDD_20,6,2.829037485575187e-203,956.0704857069944,True
E,HDD_20,7,3.4982026752443785e-208,983.9713689709265,True
E,HDD_20,8,5.332005009911339e-203,965.0049383649114,True
E,HDD_20,9,1.5197154311946725e-196,939.9525305438602,True
E,HDD_20,10,1.9224157644609978e-189,911.7088684652036,True
E,HDD_20,11,1.2162712435871555e-189,917.2436688711138,True
E,HDD_20,12,1.2785834164551546e-200,972.8590902905319,True
E,wind_chill,1,7.371765366650828e-47,206.65548496292425,True
E,wind_chill,2,2.5077450761111727e-80,366.5748469324258,True
E,wind_chill,3,4.389274184952318e-83,384.7770567680749,True
E,wind_chill,4,3.659501999945477e-79,371.6742651249143,True
E,wind_chill,5,5.170986681257236e-86,408.1593567582891,True
E,wind_chill,6,1.255503803216963e-88,424.86695284481124,True
E,wind_chill,7,1.5549553696028346e-89,433.49203146172033,True
E,wind_chill,8,4.27402551087028e-85,417.0195947640561,True
E,wind_chill,9,1.0008143442719262e-81,405.32514790394214,True
E,wind_chill,10,5.2424225022253905e-79,396.49546541864635,True
E,wind_chill,11,2.969422171625612e-84,425.0153358487707,True
E,wind_chill,12,1.5292078626133753e-97,491.3582399891679,True
E,DCI,1,3.4740883301895176e-48,212.7365740788573,True
E,DCI,2,6.306274736813495e-76,346.30984387969704,True
E,DCI,3,6.449738679844864e-80,370.15325149701295,True
E,DCI,4,4.342420684158332e-81,380.5895522950415,True
E,DCI,5,1.0485502283809569e-86,411.3740881867223,True
E,DCI,6,3.3956224840477186e-89,427.50688371466265,True
E,DCI,7,4.3213895160809285e-89,431.42397140752087,True
E,DCI,8,6.089086416812526e-85,416.3014188905275,True
E,DCI,9,4.0866340798633224e-82,407.1477530170322,True
E,DCI,10,2.3063208981591244e-85,426.3465982052905,True
E,DCI,11,1.3650726079781884e-100,501.73943293571335,True
E,DCI,12,1.2167294823854592e-123,613.7660275895977,True
E,hour_sin,1,0.0,1787.1947183663376,True
